Date,Open,High,Low,Close,Adj Close,Volume
2020-08-18,14.100000,15.050000,13.900000,15.050000,15.050000,404132200
2020-08-19,15.500000,15.800000,15.350000,15.800000,15.800000,257838316
2020-08-20,15.800000,16.400000,15.350000,15.750000,15.750000,401468763
2020-08-21,16.000000,16.100000,15.300000,15.550000,15.550000,146216818
2020-08-24,15.250000,15.450000,14.800000,14.800000,14.800000,331316063
2020-08-25,14.750000,15.000000,14.350000,14.750000,14.750000,206492592
2020-08-26,14.850000,14.900000,14.600000,14.650000,14.650000,107557951
2020-08-27,14.750000,14.900000,14.600000,14.700000,14.700000,99011520
2020-08-28,15.100000,15.400000,14.900000,15.000000,15.000000,273107176
2020-08-31,15.350000,15.600000,14.300000,14.350000,14.350000,244889307
2020-09-01,14.350000,15.000000,13.950000,14.650000,14.650000,170999195
2020-09-02,14.800000,14.800000,14.200000,14.400000,14.400000,94394931
2020-09-03,14.400000,14.800000,14.200000,14.600000,14.600000,112737222
2020-09-04,14.200000,14.450000,14.050000,14.250000,14.250000,85850962
2020-09-07,14.250000,14.300000,14.050000,14.100000,14.100000,86411606
2020-09-08,14.100000,14.150000,13.900000,13.950000,13.950000,68597182
2020-09-09,13.700000,13.750000,13.300000,13.650000,13.650000,142131529
2020-09-10,13.750000,14.150000,13.650000,13.900000,13.900000,93268086
2020-09-11,14.350000,14.550000,14.250000,14.550000,14.550000,147448491
2020-09-14,14.950000,15.250000,14.550000,14.750000,14.750000,332717172
2020-09-15,14.850000,14.950000,14.450000,14.550000,14.550000,83553375
2020-09-16,14.600000,14.600000,14.200000,14.250000,14.250000,86647887
2020-09-17,14.000000,14.250000,13.650000,14.100000,14.100000,99045764
2020-09-18,14.100000,14.250000,13.950000,14.000000,14.000000,63794776
2020-09-21,14.000000,14.050000,13.500000,13.550000,13.550000,92759761
2020-09-22,13.500000,13.500000,12.950000,13.200000,13.200000,125131484
2020-09-23,13.400000,13.500000,13.000000,13.150000,13.150000,85126564
2020-09-24,13.000000,13.050000,12.750000,12.950000,12.950000,111595285
2020-09-25,13.000000,13.550000,13.000000,13.350000,13.350000,113039504
2020-09-28,13.500000,13.850000,13.350000,13.550000,13.550000,73586832
2020-09-29,13.600000,13.650000,13.300000,13.350000,13.350000,65134501
2020-09-30,13.400000,13.400000,13.100000,13.150000,13.150000,40558694
2020-10-01,13.300000,13.500000,13.150000,13.300000,13.300000,45034473
2020-10-05,13.450000,13.650000,13.300000,13.350000,13.350000,52848911
2020-10-06,13.350000,13.450000,13.150000,13.300000,13.300000,41178408
2020-10-07,13.300000,13.300000,13.100000,13.150000,13.150000,31461862
2020-10-08,13.200000,13.250000,13.100000,13.100000,13.100000,36030642
2020-10-09,13.050000,13.200000,13.000000,13.150000,13.150000,48956206
2020-10-12,13.200000,13.350000,12.950000,13.000000,13.000000,86131388
2020-10-13,12.950000,13.150000,12.800000,12.950000,12.950000,63116120
2020-10-14,12.900000,12.950000,12.800000,12.900000,12.900000,63099710
2020-10-15,12.900000,12.900000,12.600000,12.650000,12.650000,53991774
2020-10-16,12.550000,12.750000,12.500000,12.650000,12.650000,60457260
2020-10-19,12.850000,13.050000,12.800000,12.900000,12.900000,52205071
2020-10-20,12.900000,12.950000,12.800000,12.900000,12.900000,36303794
2020-10-21,13.000000,13.150000,12.650000,12.950000,12.950000,76137706
2020-10-22,12.900000,12.950000,12.650000,12.700000,12.700000,60841978
2020-10-23,12.700000,13.300000,12.650000,13.300000,13.300000,73134340
2020-10-26,13.950000,13.950000,12.900000,13.150000,13.150000,187495012
2020-10-27,13.050000,13.100000,12.700000,12.850000,12.850000,96603556
2020-10-28,12.800000,12.800000,12.500000,12.500000,12.500000,98681293
2020-10-29,12.300000,12.450000,12.150000,12.400000,12.400000,58770634
2020-10-30,12.400000,12.600000,12.300000,12.400000,12.400000,52710399
2020-11-02,12.450000,12.500000,12.200000,12.250000,12.250000,49849401
2020-11-03,12.400000,12.400000,12.250000,12.250000,12.250000,47277462
2020-11-04,12.300000,12.400000,12.200000,12.250000,12.250000,45799739
2020-11-05,12.250000,12.400000,12.250000,12.300000,12.300000,32619961
2020-11-06,12.300000,12.350000,12.200000,12.300000,12.300000,83956341
2020-11-09,12.350000,12.900000,12.250000,12.900000,12.900000,128615608
2020-11-10,13.500000,13.500000,13.500000,13.500000,13.500000,80270780
2020-11-11,14.150000,14.150000,14.150000,14.150000,14.150000,54007188
2020-11-12,14.700000,14.700000,13.600000,14.350000,14.350000,480646515
2020-11-13,14.250000,14.850000,13.950000,14.550000,14.550000,232152650
2020-11-14,14.800000,14.900000,14.500000,14.550000,14.550000,66249326
2020-11-17,14.650000,14.700000,14.400000,14.650000,14.650000,192776749
2020-11-18,14.650000,14.850000,14.450000,14.700000,14.700000,207060545
2020-11-19,14.550000,14.700000,14.050000,14.250000,14.250000,200887914
2020-11-20,14.300000,14.650000,14.100000,14.550000,14.550000,183959497
2020-11-23,14.650000,14.900000,14.250000,14.550000,14.550000,305463387
2020-11-24,14.600000,14.750000,14.500000,14.700000,14.700000,173079102
2020-11-25,14.750000,14.750000,14.050000,14.150000,14.150000,157534267
2020-11-26,14.150000,14.250000,13.850000,14.100000,14.100000,126306469
2020-11-27,14.200000,14.800000,14.050000,14.700000,14.700000,21419226
2020-12-01,15.400000,15.400000,15.050000,15.400000,15.400000,384256021
2020-12-02,15.700000,15.900000,14.850000,15.450000,15.450000,311349886
2020-12-03,15.650000,15.800000,15.250000,15.450000,15.450000,152445535
2020-12-04,15.600000,15.600000,15.050000,15.350000,15.350000,149691622
2020-12-07,15.650000,15.850000,15.500000,15.750000,15.750000,193242183
2020-12-08,16.000000,17.299999,16.000000,17.299999,17.299999,562741066
2020-12-09,18.250000,19.000000,18.049999,19.000000,19.000000,488175314
2020-12-10,20.000000,20.750000,19.150000,20.450001,20.450001,662896680
2020-12-11,20.750000,20.750000,19.450001,19.450001,19.450001,444459632
2020-12-14,19.400000,19.450001,18.500000,18.500000,18.500000,136661650
2020-12-15,17.799999,18.450001,17.600000,18.299999,18.299999,446734713
2020-12-16,18.700001,19.200001,18.400000,18.850000,18.850000,250939029
2020-12-17,18.900000,18.900000,18.150000,18.250000,18.250000,131495445
2020-12-18,18.150000,19.100000,17.549999,18.900000,18.900000,283132487
2020-12-21,18.950001,19.000000,18.000000,18.000000,18.000000,168955038
2020-12-22,17.400000,17.600000,17.100000,17.299999,17.299999,284913909
2020-12-23,17.500000,17.850000,17.049999,17.600000,17.600000,216066991
2020-12-24,17.900000,18.000000,17.299999,17.549999,17.549999,124638448
2020-12-28,17.799999,18.200001,17.549999,17.799999,17.799999,149082382
2020-12-29,17.850000,18.000000,17.600000,17.750000,17.750000,103589664
2020-12-30,17.700001,17.850000,17.450001,17.750000,17.750000,79131606
2020-12-31,17.750000,18.150000,17.650000,17.850000,17.850000,125361787
2021-01-01,17.850000,18.450001,17.799999,18.000000,18.000000,146080241
2021-01-04,18.400000,18.600000,17.900000,18.000000,18.000000,214860840
2021-01-05,17.950001,18.250000,17.750000,18.000000,18.000000,172429356
2021-01-06,18.200001,18.400000,17.799999,18.000000,18.000000,196901365
2021-01-07,18.200001,18.350000,17.850000,18.000000,18.000000,157589035
2021-01-08,18.200001,18.299999,17.799999,18.049999,18.049999,183783931
2021-01-11,18.299999,18.549999,17.850000,17.950001,17.950001,189373243
2021-01-12,17.850000,18.500000,17.600000,18.049999,18.049999,320993651
2021-01-13,18.150000,18.299999,17.150000,17.799999,17.799999,280118603
2021-01-14,17.850000,18.100000,17.600000,17.850000,17.850000,141291865
2021-01-15,17.799999,17.850000,17.250000,17.600000,17.600000,163516334
2021-01-18,18.100000,18.100000,17.450001,17.700001,17.700001,210883697
2021-01-19,17.850000,18.000000,17.600000,17.900000,17.900000,128056245
2021-01-20,17.950001,18.000000,17.400000,17.650000,17.650000,196996362
2021-01-21,17.700001,17.799999,17.150000,17.250000,17.250000,229436846
2021-01-22,17.350000,17.500000,16.750000,17.000000,17.000000,220887609
2021-01-25,17.400000,17.500000,16.250000,16.350000,16.350000,326357534
2021-01-27,16.200001,16.200001,15.700000,15.750000,15.750000,224836150
2021-01-28,15.200000,15.400000,15.000000,15.050000,15.050000,312839641
2021-01-29,15.100000,15.800000,15.000000,15.750000,15.750000,183110147
2021-02-01,16.000000,16.500000,15.450000,16.400000,16.400000,186599301
2021-02-02,16.549999,16.850000,16.100000,16.549999,16.549999,180587323
2021-02-03,16.650000,16.650000,16.200001,16.250000,16.250000,88995339
2021-02-04,16.250000,16.549999,16.049999,16.200001,16.200001,129199434
2021-02-05,16.850000,17.450001,16.750000,16.900000,16.900000,235552294
2021-02-08,17.150000,17.299999,16.900000,17.049999,17.049999,132788785
2021-02-09,17.100000,17.100000,16.600000,16.650000,16.650000,94882109
2021-02-10,16.650000,16.700001,16.299999,16.400000,16.400000,80183508
2021-02-11,16.400000,16.700001,16.299999,16.500000,16.500000,58079419
2021-02-12,16.500000,16.549999,16.350000,16.400000,16.400000,47492701
2021-02-15,16.400000,16.600000,16.150000,16.250000,16.250000,64057989
2021-02-16,16.250000,16.350000,15.950000,16.049999,16.049999,77478438
2021-02-17,16.049999,16.100000,15.750000,15.900000,15.900000,87586901
2021-02-18,15.850000,16.549999,15.650000,16.150000,16.150000,172725915
2021-02-19,16.150000,16.299999,15.850000,15.950000,15.950000,94798271
2021-02-22,16.000000,16.000000,15.550000,15.600000,15.600000,75367244
2021-02-23,15.600000,15.750000,15.500000,15.600000,15.600000,65178836
2021-02-24,15.800000,16.400000,15.700000,16.100000,16.100000,100496229
2021-02-25,16.100000,16.350000,16.049999,16.100000,16.100000,69277131
2021-02-26,15.800000,15.950000,15.650000,15.750000,15.750000,115922281
2021-03-01,15.950000,16.900000,15.750000,16.299999,16.299999,182912199
2021-03-02,16.500000,16.650000,16.250000,16.299999,16.299999,82198118
2021-03-03,16.400000,16.549999,16.250000,16.350000,16.350000,95262247
2021-03-04,16.250000,16.750000,16.049999,16.600000,16.600000,147502225
2021-03-05,16.600000,16.900000,16.299999,16.350000,16.350000,102085430
2021-03-08,16.549999,16.650000,16.250000,16.250000,16.250000,67424765
2021-03-09,16.250000,16.400000,15.950000,16.049999,16.049999,77245066
2021-03-10,16.100000,16.250000,16.000000,16.049999,16.049999,44844215
2021-03-12,16.000000,16.250000,15.850000,15.900000,15.900000,81941288
2021-03-15,15.700000,15.750000,15.450000,15.650000,15.650000,80249970
2021-03-16,15.650000,15.650000,15.400000,15.450000,15.450000,53393224
2021-03-17,15.450000,15.550000,15.050000,15.100000,15.100000,81186413
2021-03-18,15.200000,15.300000,14.800000,14.900000,14.900000,92968773
2021-03-19,14.850000,15.050000,14.300000,14.950000,14.950000,133410477
2021-03-22,14.950000,15.100000,14.750000,14.850000,14.850000,62159949
2021-03-23,14.900000,15.050000,14.750000,14.900000,14.900000,61085946
2021-03-24,14.850000,15.000000,14.600000,14.650000,14.650000,59903730
2021-03-25,14.650000,14.700000,14.100000,14.200000,14.200000,110609689
2021-03-26,14.250000,14.500000,14.000000,14.050000,14.050000,106766399
2021-03-30,14.150000,16.850000,14.000000,16.299999,16.299999,336230897
2021-03-31,16.150000,16.250000,15.400000,15.600000,15.600000,208381534
2021-04-01,15.650000,15.850000,15.350000,15.700000,15.700000,93196660
2021-04-05,15.850000,15.950000,15.200000,15.500000,15.500000,83064018
2021-04-06,15.650000,15.850000,15.500000,15.600000,15.600000,59808985
2021-04-07,15.600000,15.700000,15.400000,15.600000,15.600000,50497122
2021-04-08,15.650000,15.700000,15.500000,15.550000,15.550000,45104506
2021-04-09,15.550000,15.650000,15.400000,15.450000,15.450000,40565587
2021-04-12,15.200000,15.250000,14.400000,14.450000,14.450000,123708161
2021-04-13,14.400000,14.750000,14.300000,14.700000,14.700000,79542179
2021-04-15,14.700000,14.700000,14.400000,14.550000,14.550000,58323051
2021-04-16,14.550000,14.800000,14.450000,14.600000,14.600000,65324005
2021-04-19,14.200000,14.300000,14.050000,14.200000,14.200000,75069350
2021-04-20,14.300000,14.350000,14.000000,14.050000,14.050000,79998707
2021-04-22,14.000000,14.200000,13.900000,14.050000,14.050000,65105485
2021-04-23,14.000000,14.150000,13.900000,14.000000,14.000000,89475097
2021-04-26,14.050000,14.200000,14.000000,14.050000,14.050000,73016298
2021-04-27,14.050000,15.050000,14.000000,14.750000,14.750000,127545345
2021-04-28,14.800000,15.050000,14.750000,14.800000,14.800000,81387698
2021-04-29,14.950000,15.150000,14.350000,14.500000,14.500000,135559239
2021-04-30,14.500000,14.800000,14.400000,14.550000,14.550000,98365622
2021-05-03,12.850000,14.000000,12.850000,13.900000,13.900000,248997751
2021-05-04,14.000000,14.150000,13.800000,13.850000,13.850000,104431586
2021-05-05,13.950000,14.050000,13.800000,13.850000,13.850000,55591203
2021-05-06,13.900000,13.900000,13.500000,13.550000,13.550000,122661349
2021-05-07,13.650000,13.650000,13.300000,13.350000,13.350000,120981135
2021-05-10,13.400000,13.450000,13.050000,13.100000,13.100000,113970494
2021-05-11,13.100000,13.400000,13.000000,13.150000,13.150000,141571542
2021-05-12,13.150000,13.750000,13.100000,13.300000,13.300000,159663998
2021-05-14,13.400000,13.450000,13.150000,13.200000,13.200000,85666983
2021-05-17,13.250000,13.400000,13.250000,13.350000,13.350000,95074257
2021-05-18,13.400000,13.500000,13.250000,13.350000,13.350000,82571190
2021-05-19,13.350000,13.400000,13.200000,13.300000,13.300000,87038860
2021-05-20,13.350000,13.400000,13.150000,13.250000,13.250000,75911849
2021-05-21,13.300000,13.400000,13.150000,13.350000,13.350000,112270395
2021-05-24,13.350000,14.100000,13.300000,13.850000,13.850000,300924526
2021-05-25,13.850000,13.850000,13.450000,13.600000,13.600000,86120404
2021-05-26,13.650000,13.700000,13.400000,13.450000,13.450000,110243035
2021-05-27,13.500000,13.600000,13.300000,13.400000,13.400000,211323869
2021-05-28,13.400000,13.500000,13.300000,13.350000,13.350000,82458603
2021-05-31,13.400000,13.600000,13.350000,13.500000,13.500000,65555223
2021-06-01,13.500000,13.550000,13.300000,13.350000,13.350000,59365980
2021-06-02,13.350000,13.600000,13.350000,13.450000,13.450000,77114380
2021-06-03,13.500000,13.600000,13.400000,13.500000,13.500000,87413665
2021-06-04,13.550000,13.900000,13.500000,13.750000,13.750000,183326321
2021-06-07,13.850000,15.200000,13.800000,15.050000,15.050000,566089990
2021-06-08,15.200000,15.550000,14.550000,14.750000,14.750000,283140374
2021-06-09,14.850000,15.050000,14.100000,14.200000,14.200000,224789425
2021-06-10,14.250000,14.800000,14.200000,14.650000,14.650000,128849317
2021-06-11,14.900000,15.000000,14.350000,14.400000,14.400000,135479511
2021-06-14,14.400000,14.400000,13.900000,14.100000,14.100000,157306721
2021-06-15,14.150000,14.350000,14.050000,14.100000,14.100000,76892324
2021-06-16,14.150000,14.300000,14.000000,14.000000,14.000000,77914829
2021-06-17,13.900000,14.100000,13.700000,13.750000,13.750000,104336143
2021-06-18,13.800000,13.900000,13.450000,13.750000,13.750000,105351801
2021-06-21,13.650000,14.050000,13.350000,13.900000,13.900000,123963605
2021-06-22,14.100000,14.100000,13.750000,13.800000,13.800000,93776874
2021-06-23,13.850000,13.950000,13.600000,13.700000,13.700000,78472594
2021-06-24,13.750000,13.900000,13.600000,13.600000,13.600000,83838008
2021-06-25,13.650000,13.750000,13.550000,13.650000,13.650000,64386105
2021-06-28,13.700000,13.800000,13.600000,13.650000,13.650000,55278874
2021-06-29,13.650000,13.800000,13.500000,13.550000,13.550000,77004331
2021-06-30,13.600000,13.900000,13.500000,13.550000,13.550000,106479676
2021-07-01,13.550000,13.700000,13.500000,13.550000,13.550000,70546748
2021-07-02,13.550000,13.700000,13.500000,13.550000,13.550000,55229264
2021-07-05,13.650000,13.650000,13.450000,13.450000,13.450000,70053302
2021-07-06,13.450000,13.550000,13.300000,13.350000,13.350000,62417703
2021-07-07,13.350000,13.450000,13.300000,13.300000,13.300000,61558174
2021-07-08,13.350000,13.450000,13.300000,13.350000,13.350000,68507663
2021-07-09,13.350000,13.350000,13.200000,13.250000,13.250000,67070257
2021-07-12,13.250000,13.350000,13.050000,13.100000,13.100000,102986230
2021-07-13,13.150000,13.250000,12.950000,13.000000,13.000000,101454204
2021-07-14,13.050000,13.050000,13.000000,13.050000,13.050000,36945483
2021-07-15,13.050000,13.850000,13.000000,13.550000,13.550000,184390448
2021-07-16,13.600000,13.600000,13.300000,13.400000,13.400000,66607893
2021-07-19,13.300000,13.350000,13.150000,13.200000,13.200000,96849269
2021-07-20,13.250000,13.250000,12.900000,12.950000,12.950000,133935082
2021-07-22,13.050000,13.200000,13.000000,13.000000,13.000000,52313522
2021-07-23,13.100000,13.200000,13.000000,13.050000,13.050000,67760836
2021-07-26,13.800000,14.100000,13.250000,13.300000,13.300000,252916364
2021-07-27,13.350000,13.400000,13.000000,13.050000,13.050000,135122387
2021-07-28,13.100000,13.100000,12.850000,12.950000,12.950000,129141525
2021-07-29,13.000000,13.050000,12.800000,12.850000,12.850000,74498391
2021-07-30,12.900000,12.950000,12.700000,12.750000,12.750000,99429624
2021-08-02,12.850000,12.900000,12.700000,12.750000,12.750000,92948479
2021-08-03,12.800000,12.850000,12.700000,12.750000,12.750000,62836740
2021-08-04,12.800000,12.850000,12.600000,12.650000,12.650000,93050718
2021-08-05,12.650000,12.700000,12.300000,12.400000,12.400000,83509704
2021-08-06,12.450000,12.750000,12.400000,12.500000,12.500000,64413341
2021-08-09,12.600000,12.650000,12.400000,12.450000,12.450000,45466916
2021-08-10,12.400000,12.950000,12.300000,12.300000,12.300000,87906293
2021-08-11,12.350000,12.350000,11.900000,11.950000,11.950000,120719125
2021-08-12,12.000000,12.150000,11.900000,11.950000,11.950000,75856427
2021-08-13,12.000000,12.050000,11.850000,11.900000,11.900000,78563651
2021-08-16,11.950000,11.950000,11.600000,11.700000,11.700000,63301331
2021-08-17,11.700000,11.750000,11.200000,11.250000,11.250000,102193711
2021-08-18,11.300000,11.450000,11.100000,11.300000,11.300000,100746217
2021-08-20,11.200000,11.200000,11.050000,11.150000,11.150000,74548015
2021-08-23,11.250000,11.300000,10.500000,10.800000,10.800000,129880959
2021-08-24,10.850000,11.250000,10.700000,11.000000,11.000000,128570784
2021-08-25,10.950000,11.150000,10.800000,10.950000,10.950000,99499009
2021-08-26,10.950000,11.250000,10.900000,10.950000,10.950000,91932265
2021-08-27,10.950000,11.150000,10.900000,11.050000,11.050000,62585083
2021-08-30,11.150000,11.150000,10.800000,10.900000,10.900000,115836903
2021-08-31,10.900000,11.000000,10.750000,10.800000,10.800000,89884569
2021-09-01,10.800000,11.400000,10.750000,11.100000,11.100000,151330531
2021-09-02,11.150000,11.400000,10.950000,11.150000,11.150000,159594864
2021-09-03,11.200000,11.250000,11.050000,11.100000,11.100000,111419956
2021-09-06,11.150000,11.200000,10.950000,11.000000,11.000000,58976619
2021-09-07,11.050000,11.050000,10.800000,10.900000,10.900000,59519176
2021-09-08,10.950000,11.400000,10.900000,10.900000,10.900000,146456916
2021-09-09,10.900000,11.100000,10.800000,10.950000,10.950000,89310141
2021-09-13,11.000000,11.150000,10.900000,11.100000,11.100000,115738343
2021-09-14,11.100000,12.850000,11.050000,12.450000,12.450000,777602458
2021-09-15,12.600000,12.850000,12.300000,12.700000,12.700000,338102064
2021-09-16,12.950000,15.050000,12.900000,14.700000,14.700000,910231884
2021-09-17,14.350000,14.500000,12.950000,13.250000,13.250000,582883624
2021-09-20,13.000000,13.750000,12.700000,12.800000,12.800000,180681962
2021-09-21,12.900000,13.050000,12.550000,13.000000,13.000000,110549666
2021-09-22,13.100000,13.400000,13.050000,13.150000,13.150000,90746640
2021-09-23,13.250000,13.350000,12.950000,13.000000,13.000000,78550572
2021-09-24,13.000000,13.300000,12.800000,12.850000,12.850000,71409608
2021-09-27,13.000000,13.000000,12.800000,12.900000,12.900000,54816217
2021-09-28,13.000000,13.200000,12.550000,12.750000,12.750000,115261485
2021-09-29,12.650000,12.850000,12.200000,12.300000,12.300000,195039117
2021-09-30,12.350000,12.750000,12.300000,12.550000,12.550000,67706218
2021-10-01,12.500000,13.400000,12.400000,12.850000,12.850000,199414914
2021-10-04,13.050000,13.200000,13.000000,13.100000,13.100000,88762032
2021-10-05,13.100000,13.200000,13.000000,13.100000,13.100000,96849882
2021-10-06,13.150000,13.500000,13.000000,13.050000,13.050000,124309047
2021-10-07,13.150000,13.450000,12.850000,13.150000,13.150000,150895888
2021-10-08,13.300000,13.500000,13.150000,13.200000,13.200000,82980014
2021-10-11,13.300000,13.350000,13.050000,13.050000,13.050000,58760797
2021-10-12,13.100000,13.350000,13.000000,13.200000,13.200000,107152589
